index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
3868	main_captions	MSRvid	2019	3869	none	none	One person, who is topless and with a backpack, stands in front of a pile of rocks and clouds in the background.	A topless person with a backpack stands in front of a pile of rocks and clouds are in the background.	5.0
3862	main_captions	MSRvid	2019	3863	none	none	A woman is mixing eggs	The woman is drinking	1.9
3933	main_captions	MSRvid	2019	3934	none	none	Mountaineering equipment is firmly positioned in front of standing cyclist	A group of people are equipped with safety equipment.	2.7
3941	main_captions	MSRvid	2019	3942	none	none	The woman is wearing glasses and a black cap	The woman with a black hat is wearing sunglasses	3.9
3969	main_captions	MSRvid	2019	3970	none	none	A woman is collecting tap water in a mug	A woman is collecting water from a tap in a mug	4.8
3860	main_captions	MSRvid	2019	3861	none	none	Orange juice is being drunk by a man who is walking on a sunny day.	A man is drinking orange juice and walking on a sunny day.	5.0
3834	main_captions	MSRvid	2019	3835	none	none	The piano is being played by someone	Someone is feeding an animal	1.0
3932	main_captions	MSRvid	2019	3933	none	none	A man is talking	A man is dancing	2.3
3940	main_captions	MSRvid	2019	3941	none	none	A jumping practitioner is throwing a person&#39;s snowboard through the air.	Snowboarder jumps in the air	3.5
3968	main_captions	MSRvid	2019	3969	none	none	The man is riding a horse near a stream	A horse is being ridden by a man	4.3
3858	main_captions	MSRvid	2019	3859	none	none	A man is dangerously throwing knives at the tree.	A man is dangerously throwing knives at a tree.	5.0
3808	main_captions	MSRvid	2019	3809	none	none	A girl is cutting butter in two pieces	Some slices of tofu are being eaten by a woman.	1.5
3926	main_captions	MSRvid	2019	3927	none	none	A man is slicing a carrot confidently with the knife	The woman is slicing an onion	2.3
3939	main_captions	MSRvid	2019	3940	none	none	The man is not slicing vegetables	A woman is slicing a potato	3.4
3967	main_captions	MSRvid	2019	3968	none	none	One boy is jumping off a platform and two other boys are standing and watching	One boy is jumping off a platform and two other boys are standing and staring at him.	4.8
3850	main_captions	MSRvid	2019	3851	none	none	A man is holding a mask in his raised hand.	A mask is being held by a man in his raised hand.	5.0
3777	main_captions	MSRvid	2019	3778	none	none	A panda is climbing	A man is untying a rope	1.0
3883	main_captions	MSRvid	2019	3884	none	none	Tofu is being sliced by a woman	A girl is cutting the butter in two pieces	2.1
3937	main_captions	MSRvid	2019	3938	none	none	A small girl is looking at a fantasy woman	Small girl is looking at a fantasy man	3.8
3966	main_captions	MSRvid	2019	3967	none	none	The man in the white hat is playing the guitar on stage	A man in a white hat is playing guitar on the stage.	4.9
3815	main_captions	MSRvid	2019	3816	none	none	A keyboard is being played by a man	A man is playing the keyboard	5.0
3717	main_captions	MSRvid	2019	3718	none	none	A man is cutting a carrot with a knife	The woman is slicing an onion	1.9
3881	main_captions	MSRvid	2019	3882	none	none	A baby rhino is walking around a cage with its mother	A mother is giving her baby a corral with a walking rhino.	2.1
3928	main_captions	MSRvid	2019	3929	none	none	Several ferrets are climbing into the cage.	Several ferrets are climbing out of the cage	3.8
3964	main_captions	MSRvid	2019	3965	none	none	A person is cutting some mushrooms	There is no person cutting some mushrooms	4.1
3796	main_captions	MSRvid	2019	3797	none	none	The drums are being played by man	A man is playing the drums	5.0
3691	main_captions	MSRvid	2019	3692	none	none	A piece of wood is being screwed to a wall by a man	A man is massaging a woman	1.1
3871	main_captions	MSRvid	2019	3872	none	none	The soccer ball is between the feet of a boy who is lying on the grass	A soccer player is falling on the grass to dodge a small child	2.9
3924	main_captions	MSRvid	2019	3925	none	none	There&#39;s no woman dancing	The man is dancing	3.1
3961	main_captions	MSRvid	2019	3962	none	none	Some cat is playing with a watermelon	A cat is playing with a watermelon	4.9
3760	main_captions	MSRvid	2019	3761	none	none	The crowd is watching a soccer game	A soccer game is being watched by the crowd	5.0
3686	main_captions	MSRvid	2019	3687	none	none	A man is singing and playing the guitar	A man is opening a package containing headphones	1.5
3863	main_captions	MSRvid	2019	3864	none	none	A bicycle is being pedaled by a man	A monkey is riding a bicycle	2.5
3919	main_captions	MSRvid	2019	3920	none	none	Some men in a competition are running abroad.	The man is running to reach the leadership	3.4
3960	main_captions	MSRvid	2019	3961	none	none	Men are fighting their fists in a ring	Two men are fighting their fists in a ring	4.8
3758	main_captions	MSRvid	2019	3759	none	none	This cat is playing with a watermelon	The cat is playing with a watermelon	5.0
3647	main_captions	MSRvid	2019	3648	none	none	A man is kicking a soccer ball on the pitch	A woman is mixing the contents of a bowl.	1.0
3861	main_captions	MSRvid	2019	3862	none	none	An old woman is wearing a shirt with rose patterns and is clumsily carrying two newspapers.	A newspaper is presenting a woman with big hands holding sunglasses and wearing a coat	2.0
3918	main_captions	MSRvid	2019	3919	none	none	A man is dropping a guitar	A man is playing a guitar	3.8
3959	main_captions	MSRvid	2019	3960	none	none	The man is seasoning the sausages	The man is seasoning the meat	4.4
3731	main_captions	MSRvid	2019	3732	none	none	The woman is playing with two young boys in a park	A woman is playing with two young boys in a park	5.0
3646	main_captions	MSRvid	2019	3647	none	none	The lady is slicing the meat	The lady is breaking an egg for the mixer	1.865
3841	main_captions	MSRvid	2019	3842	none	none	A man is holding the guitar.	The man is playing the flute	2.8
3917	main_captions	MSRvid	2019	3918	none	none	The man is lifting weights	The man is lowering bars	3.8
3955	main_captions	MSRvid	2019	3956	none	none	Two people are sitting on lawn chairs and are reading books.	Some people are sitting on lawn chairs and are reading books.	4.65
3728	main_captions	MSRvid	2019	3729	none	none	The woman is playing the flute	A woman is playing a flute	5.0
3642	main_captions	MSRvid	2019	3643	none	none	The girl is riding a horse	The girl is watering the plants	1.4
3833	main_captions	MSRvid	2019	3834	none	none	The man is drawing	The man is not drawing	2.8
3914	main_captions	MSRvid	2019	3915	none	none	There&#39;s no person slicing a carrot into pieces	A person is slicing a carrot into pieces	3.5
3952	main_captions	MSRvid	2019	3953	none	none	Two people wearing snow clothes are on the ground making snow angels	Two people in snow clothes are lying in the snow and are making snow angels	4.8
3721	main_captions	MSRvid	2019	3722	none	none	Three people are driving ATVs	Quads are being driven by three people	5.0
3641	main_captions	MSRvid	2019	3642	none	none	A girl is melting two pieces of butter together.	Tofu is being sliced by a woman	1.435
3831	main_captions	MSRvid	2019	3832	none	none	A man is sitting on a chair and rubbing his eyes.	A tattooed man is on a couch and is holding a pencil	2.4
3910	main_captions	MSRvid	2019	3911	none	none	A man is doing some tricks with a soccer ball	A man is kicking a soccer ball on the pitch	3.8
3949	main_captions	MSRvid	2019	3950	none	none	A woman in a red dress is playing an instrument	An instrument is being played by a woman in a red dress	4.9
3719	main_captions	MSRvid	2019	3720	none	none	A man is cutting a paper board.	A paper plate is being cut by man	5.0
3636	main_captions	MSRvid	2019	3637	none	none	A man is jumping in an empty pool	A cyclist is jumping in the air alone	1.6
3811	main_captions	MSRvid	2019	3812	none	none	A man is sitting comfortably at the table.	There&#39;s no man wearing a dyed black shirt sitting at the table and laughing	2.8
3909	main_captions	MSRvid	2019	3910	none	none	A person is wearing a hat and is sitting on the grass.	There is no person wearing a hat and sitting on the grass	3.3
3948	main_captions	MSRvid	2019	3949	none	none	A man is burying a basketball in the basket and a crowd is in the background.	The player is burying the basketball and a crowd is in the background	4.7
3701	main_captions	MSRvid	2019	3702	none	none	Someone is cutting a tomato	A guy is cutting a tomato	5.0
3616	main_captions	MSRvid	2019	3617	none	none	A person is not chopping an onion	A person is riding a motorcycle	1.1
3802	main_captions	MSRvid	2019	3803	none	none	A brown dog is attacking another animal in front of the man in pants	There are no dogs fighting and hugging	2.7
3908	main_captions	MSRvid	2019	3909	none	none	Four Middle Eastern children, three girls and one boy, are climbing into the cave with a pink interior.	A group of children are playing in a structure that is colorful.	3.785
3947	main_captions	MSRvid	2019	3948	none	none	The woman is stirring eggs in a bowl	Someone is beating an egg	4.2
3677	main_captions	MSRvid	2019	3678	none	none	A tower is being seen by a blonde lady	A blonde lady is looking at a tower	5.0
3585	main_captions	MSRvid	2019	3586	none	none	The man is a guitar player	A boat is calmly sailing on the water.	1.0
3774	main_captions	MSRvid	2019	3775	none	none	A woman is chopping broccoli	The woman is chopping garlic	2.8
3906	main_captions	MSRvid	2019	3907	none	none	There&#39;s no boy holding a fishing rod and running in front of a fish	A boy is hanging a fishing rod and running in front of a fish	3.4
3945	main_captions	MSRvid	2019	3946	none	none	The woman is catching and holding a kangaroo baby	A woman is holding and holding a kangaroo, which is a baby, in her arms.	4.7
3662	main_captions	MSRvid	2019	3663	none	none	A tiger is walking aimlessly	A tiger is wandering aimlessly	5.0
3581	main_captions	MSRvid	2019	3582	none	none	The dough is being stretched by a man	A woman is slicing meat with a knife	1.5
3772	main_captions	MSRvid	2019	3773	none	none	A man is pushing the buttons of a microwave	A man is being pushed toward the buttons of a microwave	2.8
3903	main_captions	MSRvid	2019	3904	none	none	A dog is opening a can of food	A dog is biting a can	3.3
3942	main_captions	MSRvid	2019	3943	none	none	The woman is frying a breaded pork chop	A woman is cooking a pork chop that is breaded	4.4
3600	main_captions	MSRvid	2019	3601	none	none	A woman is cutting a potato	A woman is slicing a potato	5.0
3576	main_captions	MSRvid	2019	3577	none	none	A woman is dipping a shrimp in the batter	A man is driving a car.	1.0
3770	main_captions	MSRvid	2019	3771	none	none	The man is riding a horse	A horse is riding on a man	2.9
3894	main_captions	MSRvid	2019	3895	none	none	A woman is preparing an egg in a sautese	A woman is pouring a mixture into a bowl and mixing it	3.3
3938	main_captions	MSRvid	2019	3939	none	none	There&#39;s no man sitting on the floor playing the guitar	A man is sitting on the floor in a room and is strumming a guitar	4.3
3570	main_captions	MSRvid	2019	3571	none	none	The person in the blue jacket is wearing a colorful helmet	A person in a blue jacket is wearing a colorful helmet	5.0
3563	main_captions	MSRvid	2019	3564	none	none	A man is opening a package that does not contain headphones.	A man is singing and playing the guitar	1.1
3744	main_captions	MSRvid	2019	3745	none	none	A man is sitting	A man is dancing	2.7
3890	main_captions	MSRvid	2019	3891	none	none	Two spectators are fighting kickboxing and some people are watching	Two women are fighting in a kickboxing match	3.6
3936	main_captions	MSRvid	2019	3937	none	none	There&#39;s no lady mixing a meat mixture in a bowl	A lady is mixing a meat mixture in a bowl.	4.0
3569	main_captions	MSRvid	2019	3570	none	none	A woman is casting a shadow	The shadow is being passed by a woman	5.0
3528	main_captions	MSRvid	2019	3529	none	none	The man is driving a car	The man has a window of time to clean himself	1.6
3726	main_captions	MSRvid	2019	3727	none	none	A dog is jumping on a diving board	A dog is jumping on a trampoline	2.9
3888	main_captions	MSRvid	2019	3889	none	none	A flute is being played adorable by a girl	A woman is playing the flute	3.7
3935	main_captions	MSRvid	2019	3936	none	none	Eggs are being cracked in a bowl by a woman	A woman is cracking eggs in a bowl	4.9
3566	main_captions	MSRvid	2019	3567	none	none	The puppy is playing with a plastic container	The puppy is playing with a container made of plastic.	5.0
3477	main_captions	MSRvid	2019	3478	none	none	A woman is grating carrots	There are no women covering a pork chop	1.6
3723	main_captions	MSRvid	2019	3724	none	none	An asian woman in the crowd is carrying a black bag	A little black train is in a girl&#39;s bag	2.1
3884	main_captions	MSRvid	2019	3885	none	none	Two people are playing ping pong	A ping pong player meets two people	3.1
3934	main_captions	MSRvid	2019	3935	none	none	The woman is playing the flute	The flute is being played by the woman	4.9
3561	main_captions	MSRvid	2019	3562	none	none	A woman is receiving volleyball balls from another woman	One woman is handing volleyballs to another woman	5.0
3455	main_captions	MSRvid	2019	3456	none	none	A man is carelessly holding a frog	A man is completely emptying a container made of plastic.	1.4
3705	main_captions	MSRvid	2019	3706	none	none	A man is sitting	A man is walking outside	2.6
3879	main_captions	MSRvid	2019	3880	none	none	A woman is breaking an egg in a bowl	The woman is putting a bowl with a crack near an egg	3.2
3931	main_captions	MSRvid	2019	3932	none	none	The man is lifting weights	The weights are being lifted by the man.	4.9
3553	main_captions	MSRvid	2019	3554	none	none	A wee dog is lying in bed	A little dog is lying in a bed	5.0
3397	main_captions	MSRvid	2019	3398	none	none	A truck is speeding down the hill	Some water is being drunk by a cat	1.0
3681	main_captions	MSRvid	2019	3682	none	none	A person is playing a guitar and singing	The woman is not playing an acoustic guitar or singing	2.9
3874	main_captions	MSRvid	2019	3875	none	none	There&#39;s no boy playing a piano	A boy is playing a piano	3.7
3930	main_captions	MSRvid	2019	3931	none	none	A young woman is playing the guitar	A girl is playing the guitar	4.5
3531	main_captions	MSRvid	2019	3532	none	none	A girl in strange clothes is riding the bicycle	The bike is being pedaled by a girl in a weird outfit	5.0
3351	main_captions	MSRvid	2019	3352	none	none	A truck is speeding down a hill	No water being drunk by a cat	1.0
3665	main_captions	MSRvid	2019	3666	none	none	A woman is boning a fish	A woman is releasing a fish	2.7
3872	main_captions	MSRvid	2019	3873	none	none	A woman is slicing a clove of garlic	A woman is slicing a large pepper.	3.2
3929	main_captions	MSRvid	2019	3930	none	none	People are walking down a busy street.	People are walking down a crowded street	4.815
3520	main_captions	MSRvid	2019	3521	none	none	A man is playing a harp	The man is playing a harp	5.0
3326	main_captions	MSRvid	2019	3327	none	none	The man is riding a horse	The girl is spraying the plants with water	1.3
3661	main_captions	MSRvid	2019	3662	none	none	A person is stopping playing a trumpet	A man is playing the guitar	2.8
3870	main_captions	MSRvid	2019	3871	none	none	An old woman is standing near a white dog	An old woman is far from a white dog	3.6
3927	main_captions	MSRvid	2019	3928	none	none	A man is wearing a protective helmet and dancing.	A man with a hard hat is dancing	4.7
3496	main_captions	MSRvid	2019	3497	none	none	The boy is examining a calendar	A boy is studying a calendar	5.0
3316	main_captions	MSRvid	2019	3317	none	none	The man is thinking	A man is dancing	1.7
3660	main_captions	MSRvid	2019	3661	none	none	A woman is carefully removing her makeup.	A woman is applying makeup carefully	2.8
3867	main_captions	MSRvid	2019	3868	none	none	A man is holding a guitar.	A man is playing a guitar	3.4
3925	main_captions	MSRvid	2019	3926	none	none	The brown-haired dog is playing outdoors	The brown dog is playing outdoors	4.8
3452	main_captions	MSRvid	2019	3453	none	none	A woman is casting a shadow	The woman is casting shadow	5.0
3240	main_captions	MSRvid	2019	3241	none	none	The man is playing the piano	A guy is playing excitedly with a sock ball	1.3
3648	main_captions	MSRvid	2019	3649	none	none	Some women are dancing happily	The three men are dancing	2.9
3856	main_captions	MSRvid	2019	3857	none	none	The man is hammering a nail with a camera	Someone is nailing a camera lens with loud noises	3.55
3923	main_captions	MSRvid	2019	3924	none	none	Two men are standing near the water and are holding fishing rods	Two men are holding fishing rods	4.4
3439	main_captions	MSRvid	2019	3440	none	none	A brown and white dog is jumping in the air with a tennis ball in its mouth.	A brown and white dog is jumping in the air with a tennis ball in its mouth.	5.0
3211	main_captions	MSRvid	2019	3212	none	none	A soccer player is playing the piano	A man is playing the flute	1.8
3621	main_captions	MSRvid	2019	3622	none	none	Two boys are studying	Two boys on the couch are playing video games	2.3
3846	main_captions	MSRvid	2019	3847	none	none	Three boys in karate uniforms are fighting	Three men are practicing karate in a field	3.4
3922	main_captions	MSRvid	2019	3923	none	none	A man is jumping in an empty swimming pool	A man is jumping in an empty pool	4.8
3431	main_captions	MSRvid	2019	3432	none	none	A man is pouring oil into a frying pan.	A man is pouring oil into a frying pan	5.0
3195	main_captions	MSRvid	2019	3196	none	none	Two people are playing ping pong	Some animals are playing wildly in the water	1.1
3610	main_captions	MSRvid	2019	3611	none	none	A boy in a red T-shirt stands in front of a long, blue wall and is suspiciously raising an eyebrow at the camera.	A boy is standing in front of the blue building in the space reserved for disabled people.	2.3
3843	main_captions	MSRvid	2019	3844	none	none	A teenage boy is not talking to a girl with a webcam	A teenage boy is talking to a girl with a webcam	3.1
3921	main_captions	MSRvid	2019	3922	none	none	A young girl is sitting in a bathing suit	A young girl is sitting in a swimming outfit	4.5
3415	main_captions	MSRvid	2019	3416	none	none	A brown dog is running through the grass that is tall and green	A brown dog is running across the tall green grass	5.0
3181	main_captions	MSRvid	2019	3182	none	none	Someone is feeding an animal	The piano is not being played by anyone	1.0
3608	main_captions	MSRvid	2019	3609	none	none	A man is standing in the middle of a road.	The man is walking a path through nature	2.7
3832	main_captions	MSRvid	2019	3833	none	none	There&#39;s no girl jumping in the car	A girl is jumping in the car	3.9
3920	main_captions	MSRvid	2019	3921	none	none	A brown dog is running down a snowy path	A dog is running on a snowy path.	4.5
3379	main_captions	MSRvid	2019	3380	none	none	A caramel dog is running through the bush	A dog, which is caramel, is running through the bush	5.0
3127	main_captions	MSRvid	2019	3128	none	none	A woman is riding a watercraft	The boy is riding on a tricycle	1.4
3607	main_captions	MSRvid	2019	3608	none	none	A baby rhino is following an adult rhino	A mother is giving her baby a corral with a walking rhino.	2.1
3825	main_captions	MSRvid	2019	3826	none	none	The person is quickly slicing a vegetable	Someone is slicing a tomato	3.8
3916	main_captions	MSRvid	2019	3917	none	none	A woman is clumsily putting meat in a frying pan	Meat is being poured into a frying pan	4.2
3369	main_captions	MSRvid	2019	3370	none	none	The girl is exercising	A girl is exercising	5.0
3087	main_captions	MSRvid	2019	3088	none	none	The cat is playing with a device	The boy is playing in the mud	1.0
3597	main_captions	MSRvid	2019	3598	none	none	A person is gathering pieces of an onion	A person is slicing a carrot into pieces	2.5
3823	main_captions	MSRvid	2019	3824	none	none	The man is on the ride with the horse	The horse is being ridden by a man	3.7
3915	main_captions	MSRvid	2019	3916	none	none	A person is sitting in a field and is wearing a hat	A man is sitting in a field	4.0
3319	main_captions	MSRvid	2019	3320	none	none	A young boy is diving in a tranquil lake	A young boy is jumping in a tranquil lake	5.0
3085	main_captions	MSRvid	2019	3086	none	none	Two people are playing ping pong	Some animals are playing in the water.	1.0
3594	main_captions	MSRvid	2019	3595	none	none	The elephant is being ridden by the woman	The elephant is not being ridden by the woman	2.9
3821	main_captions	MSRvid	2019	3822	none	none	A couple is running towards the water	A man and a woman are running together and holding hands.	3.6
3913	main_captions	MSRvid	2019	3914	none	none	A dog is in the sand that is spreading in the air	A dog is in the sand being blown by the wind	4.8
3311	main_captions	MSRvid	2019	3312	none	none	A family is buying something from a vending machine.	A family is buying something at the vending machine.	5.0
3074	main_captions	MSRvid	2019	3075	none	none	A man is frying a tortilla	No one is performing a card trick	1.0
3591	main_captions	MSRvid	2019	3592	none	none	The man is slicing bread	The woman is not slicing herbs	2.9
3820	main_captions	MSRvid	2019	3821	none	none	There&#39;s no man being hit	A boy is hitting a man with a plastic sword	3.5
3912	main_captions	MSRvid	2019	3913	none	none	A man and a woman are walking pleasantly.	A woman and a man are walking	4.9
3291	main_captions	MSRvid	2019	3292	none	none	The man is thinking	A man is thinking	5.0
3006	main_captions	MSRvid	2019	3007	none	none	A person is pouring chopped vegetables into a pan on the stove	There&#39;s no man slapping an alligator&#39;s mouth	1.0
3588	main_captions	MSRvid	2019	3589	none	none	A man is not cautiously feeding the snake with a mouse.	The man is carefully feeding the snake with a mouse	2.7
3812	main_captions	MSRvid	2019	3813	none	none	The bride is leaving the groom after the wedding	The bride and groom are leaving after the wedding	3.2
3907	main_captions	MSRvid	2019	3908	none	none	A silky gray dog is sleeping in the grass and a brown dog is looking	A gray silky dog is lying on the grass and a brown dog is looking	4.5
3265	main_captions	MSRvid	2019	3266	none	none	Some sticky slime is being taken from a bowl by a woman	A woman is pulling a sticky goo out of a bowl	5.0
2920	main_captions	MSRvid	2019	2921	none	none	A person is performing a card trick	There&#39;s no man frying a tortilla	1.0
3555	main_captions	MSRvid	2019	3556	none	none	A girl in blue uniform is raising her arm	The girl in blue and white uniform is not cheering	2.7
3810	main_captions	MSRvid	2019	3811	none	none	A man at the keyboard is playing with his nose	The man is playing the piano with his nose	3.5
3905	main_captions	MSRvid	2019	3906	none	none	The squirrel is running in circles.	A squirrel is running in circles.	4.6
3260	main_captions	MSRvid	2019	3261	none	none	The boy in blue is running away from the woman in blue	A boy in blue is running away from a woman in blue	5.0
2919	main_captions	MSRvid	2019	2920	none	none	A man is riding a horse	There is no man driving a car	1.5
3534	main_captions	MSRvid	2019	3535	none	none	A man is thinking	A person is sitting	2.1
3809	main_captions	MSRvid	2019	3810	none	none	Three teenagers are dying in the bedroom	Some teens are dancing for the camera.	3.1
3904	main_captions	MSRvid	2019	3905	none	none	A man is opening a tiny package containing headphones	A man is opening a package containing headphones	4.3
3254	main_captions	MSRvid	2019	3255	none	none	The woman is playing a flute	A woman is playing a flute	5.0
2908	main_captions	MSRvid	2019	2909	none	none	A woman is chopping a red onion	A woman is brushing her feet	1.3
3529	main_captions	MSRvid	2019	3530	none	none	There&#39;s no man singing and playing guitar	A man is singing and playing the guitar	2.6
3805	main_captions	MSRvid	2019	3806	none	none	There&#39;s no woman casting a shadow	The woman is casting shadow	3.6
3902	main_captions	MSRvid	2019	3903	none	none	A man is pushing the buttons of a microwave	The buttons of a microwave are being pressed by a man	4.8
3246	main_captions	MSRvid	2019	3247	none	none	The man is riding a horse	A man is riding a horse	5.0
2880	main_captions	MSRvid	2019	2881	none	none	The driver&#39;s car is parked by a man	The windows are being cleaned by a man	1.9
3524	main_captions	MSRvid	2019	3525	none	none	Several children are lying down and are raising their knees	Two girls are sitting on the floor	2.3
3804	main_captions	MSRvid	2019	3805	none	none	A cartoon plane is landing	A cartoon plane is taking off	3.9
3901	main_captions	MSRvid	2019	3902	none	none	A flute is being played by a girl	A girl is playing a wind instrument	4.4
3203	main_captions	MSRvid	2019	3204	none	none	Two pandas are lying together.	Two panda bears are lying together.	5.0
2878	main_captions	MSRvid	2019	2879	none	none	A man is slicing a tomato	A woman is holding a carrot.	1.7
3521	main_captions	MSRvid	2019	3522	none	none	Two men with bikes stand on the side of a snowy road	Two men are breaking into a car while traveling on a snowy road	2.2
3801	main_captions	MSRvid	2019	3802	none	none	Two dogs are playing near a tree	Two dogs are sleeping near a tree	3.565
3898	main_captions	MSRvid	2019	3899	none	none	A monkey is kicking a person	A person is being kicked by a monkey	4.9
3164	main_captions	MSRvid	2019	3165	none	none	A guy is riding a horse	A horse is being ridden by a guy	5.0
2852	main_captions	MSRvid	2019	2853	none	none	The man is driving a car carefully	The windows are being cleaned by a man	1.2
3507	main_captions	MSRvid	2019	3508	none	none	The baby is crawling happily	A baby is sneezing and scaring another baby	2.5
3800	main_captions	MSRvid	2019	3801	none	none	The man and the boy are standing under the stairs, which is outdoors	An adult is in the amphitheater and is seriously talking with a boy.	3.0
3896	main_captions	MSRvid	2019	3897	none	none	The pepper is being sliced by a woman with a knife	A woman is slicing a green pepper	4.9
3158	main_captions	MSRvid	2019	3159	none	none	A brown dog and a black dog are playing in the sand	A black dog is playing with a brown dog in the sand	5.0
2845	main_captions	MSRvid	2019	2846	none	none	Two men are playing ping pong	A small group of women are holding each other and dancing together.	1.0
3504	main_captions	MSRvid	2019	3505	none	none	A man is singing to a woman	A man is not talking on the phone	2.2
3797	main_captions	MSRvid	2019	3798	none	none	There&#39;s no man driving the car	A man is driving a car.	3.6
3895	main_captions	MSRvid	2019	3896	none	none	The animal with big eyes is eating	A lemur is eating	4.1
3120	main_captions	MSRvid	2019	3121	none	none	A tennis player with a green belt is hitting the ball	Tennis player with a green headband is hitting the ball	5.0
2802	main_captions	MSRvid	2019	2803	none	none	The windows are being cleaned by a man	The man is not driving a car	1.7
3501	main_captions	MSRvid	2019	3502	none	none	Five kids are standing in front of a log cabin	Five kids are standing together and one child has a gun	2.8
3792	main_captions	MSRvid	2019	3793	none	none	A cyclist is on the black and white bicycle and is standing on the saddle.	A biker is standing on the seat of a white motorcycle	3.6
3893	main_captions	MSRvid	2019	3894	none	none	The woman is cutting cooked octopus	A woman is cutting an octopus	4.2
3108	main_captions	MSRvid	2019	3109	none	none	A man is dancing upside down on the ceiling	The man is dancing upside down on the ceiling	5.0
2703	main_captions	MSRvid	2019	2704	none	none	A man is stroking an alligator in the mouth	A person is pouring chopped vegetables into a pan on the stove	1.0
3479	main_captions	MSRvid	2019	3480	none	none	A baby is crawling happily	A baby is sneezing and scaring another baby	2.5
3791	main_captions	MSRvid	2019	3792	none	none	People are singing and a clown is dancing	A clown is singing and people are dancing	3.4
3891	main_captions	MSRvid	2019	3892	none	none	A boy is looking at a calendar	The boy is examining a calendar	4.5
3084	main_captions	MSRvid	2019	3085	none	none	The man is playing a flute	A flute is played by man	5.0
2661	main_captions	MSRvid	2019	2662	none	none	A woman is cooking prawns	A woman is combing her hair	1.3
3468	main_captions	MSRvid	2019	3469	none	none	A girl is wearing a pink shirt that has white writing and is lying on the grass	A girl is naked and is standing on the grass	2.8
